date,ticker,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share,revenue,gross_prof,operating_income,ebitda,net_income,eps,shares_outstanding,total_assets,cash_on_hand,long_term_debt,total_liabilities,share_holder_equity,date_asdate,price_date,Close,price_date_asdate,days_between_financials_price
2016-02-29,ADBE,1383.335,198.572,1184.763,237.204,621.407,,877.005,307.7581,-15.451,292.307,38.0,254.307,,254.307,,254.307,388.9581,307.7581,499.125,505.676,0.51,0.5,4097.888,599.207,,238.295,,4935.39,794.876,80.439,5907.686,178.291,6961.292,11896.68,2231.806,1916.831,356.256,2583.674,4815.48,0.061,7221.083,-151.679,,7081.202,11896.68,254.307,81.2,134.984,216.184,74.274,,-21.601,38.534,27.036,497.527,-46.2,,,-160.856,-51.786,-212.642,,-258.842,,,,-104.456,-104.456,,-179.936,-284.392,-45.864,92.31,,2.2114,0.213,0.2707,85.6454,22.2475,22.2475,,21.1306,18.3836,0.1163,,2.3086,38.9845,3.5913,21.6705,2.1376,2.8263,14.1428,0.9839,0.8925,1383.0,1185.0,308.0,389.0,254.0,0.5,506.0,11897.0,4098.0,1917.0,4815.0,7081.0,2016-02-29,2016-02-29,85.150002,2016-02-29,0 days
2016-03-31,GSK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8925.0,5869.0,1036.0,1835.0,404.0,0.21,1956.0,78058.0,6630.0,22565.0,68686.0,9372.0,2016-03-31,2016-03-31,40.549999,2016-03-31,0 days
2016-03-31,QCOM,5551.0,2141.0,3410.0,1301.0,619.0,-75.0,1995.0,1415.0,55.0,1470.0,306.0,1164.0,,1164.0,,1164.0,1785.0,1415.0,1487.0,1498.0,0.78,0.78,16402.0,1738.0,1427.0,,590.0,20157.0,2391.0,13582.0,9553.0,2174.0,29903.0,50060.0,7026.0,9993.0,878.0,13397.0,20423.0,,29485.0,160.0,,29637.0,50060.0,1164.0,370.0,287.0,657.0,-392.0,-212.0,87.0,141.0,-1084.0,737.0,-125.0,0.0,-173.0,0.0,-488.0,-488.0,67.0,-719.0,0.0,949.0,949.0,-1376.0,-1376.0,-710.0,-20.0,-1157.0,-1138.0,247.0,-710.0,2.8689,0.2522,0.4029,61.4304,25.4909,25.4909,,26.4817,20.9692,0.1109,1.5004,3.1939,28.1787,3.9275,5.7957,2.3252,2.9372,20.2025,0.5149,0.4303,5551.0,3410.0,1415.0,1785.0,1164.0,0.78,1498.0,50060.0,16402.0,9993.0,20423.0,29637.0,2016-03-31,2016-03-31,51.139999,2016-03-31,0 days
2016-03-31,BAC,23313.0,2523.0,20790.0,,15626.0,,15813.0,4977.0,,4977.0,1505.0,3472.0,,3472.0,,3015.0,,,10370.09,11100.07,0.29,0.28,585617.0,,,,,1537691.0,9358.0,400311.0,75970.0,162168.0,647807.0,2185498.0,1648810.0,232849.0,41063.0,273912.0,1922722.0,150774.0,90270.0,-2610.0,,262776.0,2185498.0,3472.0,1094.0,3349.0,4443.0,947.0,8135.0,,2361.0,2887.0,10897.0,,,,-40398.0,23944.0,-16454.0,-4920.0,-21374.0,-8144.0,17452.0,9308.0,-1000.0,1069.0,-974.0,19925.0,29328.0,20257.0,831.0,-974.0,,0.4698,2.0043,,,,,25.1453,15.2327,0.0091,,,,1.4562,1.8586,0.1589,0.7005,25.4809,0.9817,0.9817,23313.0,20790.0,4977.0,,3015.0,0.28,11100.0,2185498.0,585617.0,232849.0,1922722.0,262776.0,2016-03-31,2016-03-31,13.52,2016-03-31,0 days
2016-03-31,NVO,4024.655,626.2086,3398.446,488.6616,1131.287,42.0036,1577.9454,1820.501,-52.6524,1767.849,369.4542,1398.395,,1398.395,,1398.395,1912.791,1820.501,2544.3,2550.1,0.5502,0.5487,1518.489,3419.3,1921.96,,,6859.75,3825.138,289.5882,319.0203,,5322.478,12182.23,6074.845,,401.6964,593.079,6667.924,76.908,5334.753,,104.4174,5514.304,12182.23,1398.395,92.2896,369.6021,461.8917,,,,-524.4534,-524.4534,1105.552,-161.3589,-7.395,,,-72.471,-72.471,3.6975,-237.5274,,,,-555.3645,-555.3645,-2400.417,415.7469,-2540.035,-1691.68,,-2400.417,1.1292,,0.0109,84.4407,45.2337,45.2337,,43.9255,34.7457,0.3304,0.3258,1.177,76.463,25.3594,26.9166,11.479,25.3594,,0.4335,0.3703,4025.0,3398.0,1821.0,1913.0,1398.0,0.55,2550.0,12182.0,1518.0,,6668.0,5514.0,2016-03-31,2016-03-31,54.189999,2016-03-31,0 days
2016-03-31,AMZN,29128.0,18866.0,10262.0,3526.0,5620.0,-45.0,9191.0,1071.0,-15.0,1056.0,475.0,581.0,,513.0,,513.0,2898.0,1071.0,9420.0,9620.0,0.0545,0.0535,15859.0,5072.0,9582.0,,,30513.0,23308.0,,3785.0,3522.0,30615.0,61128.0,28187.0,8219.0,9966.0,18185.0,46372.0,5.0,3058.0,-614.0,,14756.0,61128.0,513.0,1827.0,505.0,2332.0,412.0,769.0,-5770.0,704.0,-4841.0,-1953.0,-1179.0,,-16.0,,502.0,502.0,,-693.0,-996.0,,-996.0,,,,,-996.0,-3420.0,544.0,,1.0825,0.3577,0.557,35.2307,3.6769,3.6769,,3.6254,1.7612,0.4765,1.9689,5.7429,15.6715,3.4766,4.676,0.8392,2.2329,1.5631,-0.203,-0.3256,29128.0,10262.0,1071.0,2898.0,513.0,0.05,9620.0,61128.0,15859.0,8219.0,46372.0,14756.0,2016-03-31,2016-03-31,29.681999,2016-03-31,0 days
2016-03-31,UBS,8590.563,1707.035,6883.528,,5630.696,,5898.584,984.9434,,984.9438,271.917,713.0268,,713.0268,,712.0197,,,3741.452,3839.903,0.1913,0.1813,344871.3,,,,,665556.1,7818.117,258423.9,6370.915,23287.17,308178.7,973737.8,557259.7,102035.3,257253.6,359289.0,916549.6,387.7335,30254.29,-4258.019,,57189.18,973737.8,713.0268,267.8886,574.047,841.9356,3069.641,,,-20553.9,-17547.71,-15992.75,-431.0388,,1.0071,30664.18,-2909.512,27754.67,,27325.64,-1161.188,9883.68,8722.492,-1079.611,-1079.611,,-5.0355,7636.839,16655.42,,,,0.6408,4.4578,,,,,14.315,10.3484,0.0071,,,,1.2468,1.4031,0.0732,0.4478,15.3715,-4.1649,-4.2771,8591.0,6884.0,985.0,,712.0,0.18,3840.0,973738.0,344871.0,102035.0,916550.0,57189.0,2016-03-31,2016-03-31,16.02,2016-03-31,0 days
2016-03-31,KFS,36.88,29.095,7.785,,10.324,,10.619,-2.834,1.365,-1.469,0.026,-1.495,,-1.495,,-1.538,-2.334,-2.834,19.71,19.71,-0.08,-0.08,40.984,38.123,,,,79.107,5.458,115.758,24.519,3.262,162.437,241.544,117.899,37.37,34.771,75.087,192.986,,-310.547,9.143,,48.558,241.544,-1.495,0.5,-1.477,-0.977,-4.851,,6.448,-3.446,-1.849,-4.095,-0.011,,,-0.533,-6.078,-6.611,,-6.622,,,,,,,,,-10.717,0.201,,,0.4349,0.7696,,-7.6844,-7.6844,,-3.9832,-4.1703,0.1527,,,,-3.5464,-6.2191,-0.6189,-1.7398,2.4636,-0.2078,-0.2083,37.0,8.0,-3.0,-2.0,-2.0,-0.08,20.0,242.0,41.0,37.0,193.0,49.0,2016-03-31,2016-03-31,4.75,2016-03-31,0 days
2016-03-31,STC,438.23,183.844,254.386,,,-237.92,246.226,8.16,-23.872,-15.712,-6.648,-9.064,,-9.064,,-11.194,18.208,8.16,23.348,23.348,-0.48,-0.48,108.753,84.47,,,,193.223,74.303,678.3069,234.344,121.534,1111.225,1304.448,91.307,115.905,466.409,584.65,675.957,181.569,437.605,5.063,,628.491,1304.448,-9.064,10.048,1.873,11.921,-3.622,,-26.54,-2.583,-34.698,-31.841,-5.494,,,-2.302,-32.667,-34.969,0.387,-40.076,,8.693,8.693,,,-6.72,-3.268,-1.295,-70.314,1.395,-6.72,,0.1557,0.1844,,1.862,1.862,,-3.5853,-2.5544,0.336,,,,-1.4422,-2.2996,-0.6949,-1.2176,26.915,-1.3638,-1.5991,438.0,254.0,8.0,18.0,-11.0,-0.48,23.0,1304.0,109.0,116.0,676.0,628.0,2016-03-31,2016-03-31,36.279999,2016-03-31,0 days
2016-03-31,HSBC,15531.0,,15531.0,,1161.0,,,14370.0,,6106.0,1571.0,4535.0,,4535.0,,3888.0,,,3888.0,3888.0,1.0,1.0,590129.0,,,,,1608259.0,,786978.0,,200429.0,987407.0,2595666.0,1736050.0,99093.0,560156.0,659249.0,2395299.0,,,,,200367.0,2595666.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3309,2.2525,,,,,42.4913,27.0564,0.0055,,,,,2.2633,0.1747,1.5144,,0.0,,15531.0,15531.0,14370.0,,3888.0,1.0,3888.0,2595666.0,590129.0,99093.0,2395299.0,200367.0,2016-03-31,2016-03-31,31.120001,2016-03-31,0 days
2016-03-31,BBVA,6386.425,,6386.425,,3390.134,,,2616.79,-1139.606,1476.082,399.3584,1076.723,,1076.723,,782.1688,,,7090.0,7090.0,0.1103,0.1103,136026.8,,,,,636134.9,10697.73,122630.6,10875.35,33645.39,181277.8,817412.8,625594.9,82818.33,43388.86,131676.8,757270.7,3441.984,26037.73,,-4601.447,60142.05,817412.8,1076.723,379.5008,1178.218,1557.719,-3943.94,,,-1319.427,-5263.367,-3028.284,87.1528,-62.8824,153.3448,,43.0248,43.0248,,220.64,,,,188.6472,188.6472,-648.6816,-29.7864,-489.8208,-4595.931,,-648.6816,,0.5793,2.4356,,,,,23.1128,12.2474,0.0078,,,,1.7903,2.1855,0.1317,0.7532,9.4459,-0.4271,-0.4148,6386.0,6386.0,2617.0,,782.0,0.11,7090.0,817413.0,136027.0,82818.0,757271.0,60142.0,2016-03-31,2016-03-31,6.52,2016-03-31,0 days
2016-03-31,MSFT,20531.0,7722.0,12809.0,2980.0,4546.0,,7526.0,5283.0,-247.0,5036.0,1280.0,3756.0,,3756.0,,3756.0,6990.0,5283.0,7895.0,7985.0,0.48,0.47,105552.0,12247.0,2450.0,,6598.0,128421.0,16831.0,11315.0,22407.0,2895.0,53448.0,181869.0,44354.0,40896.0,14122.0,62709.0,107063.0,68012.0,4954.0,1840.0,,74806.0,181869.0,3756.0,1707.0,1951.0,3658.0,2288.0,241.0,-129.0,553.0,2953.0,10367.0,-2308.0,0.0,-559.0,0.0,-2550.0,-2550.0,-66.0,-5483.0,-875.0,2622.0,1747.0,-3698.0,-3698.0,-2842.0,-123.0,-4916.0,-15.0,672.0,-2842.0,2.8954,0.3535,0.6202,62.3886,25.7318,25.7318,,24.5288,18.2943,0.1129,3.1518,1.6764,53.6861,5.021,7.1681,2.0652,3.2463,9.5052,1.3132000000000001,1.0206,20531.0,12809.0,5283.0,6990.0,3756.0,0.47,7985.0,181869.0,105552.0,40896.0,107063.0,74806.0,2016-03-31,2016-03-31,55.23,2016-03-31,0 days
2016-03-31,CB,6877.0,5213.0,1664.0,,772.0,-28.0,807.0,857.0,-294.0,563.0,124.0,439.0,,439.0,,439.0,1601.0,857.0,446.74,450.01,0.98,0.97,1091.0,20768.0,,,,21859.0,,99521.0,23359.0,8529.0,134785.0,156644.0,95657.0,12636.0,1004.0,15090.0,110747.0,11121.0,19917.0,367.0,,45897.0,156644.0,439.0,744.0,352.0,1096.0,798.0,,-709.0,14.0,246.0,1020.0,,,-14262.0,11932.0,656.0,12588.0,59.0,-1615.0,853.0,-853.0,,51.0,51.0,-218.0,65.0,-102.0,-684.0,,-218.0,,0.2159,0.3168,,12.4618,12.4618,,8.1867,6.3836,0.0439,,,,0.9565,1.9478,0.2803,0.75,98.8555,2.2666,2.2666,6877.0,1664.0,857.0,1601.0,439.0,0.97,450.0,156644.0,1091.0,12636.0,110747.0,45897.0,2016-03-31,2016-03-31,119.150002,2016-03-31,0 days
2016-03-31,PG,15755.0,7915.0,7840.0,,4522.0,,4522.0,3318.0,-92.0,3226.0,889.0,2337.0,,2337.0,446.0,2687.0,4103.0,3318.0,2688.7,2835.0,1.0,0.97,13819.0,4591.0,4957.0,2733.0,7028.0,34317.0,19186.0,,69308.0,4697.0,93191.0,127508.0,31357.0,19134.0,8003.0,36298.0,67655.0,4009.0,87849.0,-13642.0,-1289.0,59853.0,127508.0,2783.0,785.0,-166.0,619.0,359.0,292.0,0.0,-207.0,-77.0,3278.0,-766.0,0.0,-995.0,-1071.0,31.0,-1040.0,-143.0,-2944.0,2224.0,-485.0,1739.0,-2731.0,-2731.0,-1856.0,1017.0,-1831.0,-1508.0,76.0,-1856.0,1.0944,0.2422,0.5483,49.762,21.06,21.06,,20.476,17.0549,0.1236,1.5967,3.4317,26.226,3.9738,-24.7171,1.8328,2.9587,22.4842,1.1855,0.9111,15755.0,7840.0,3318.0,4103.0,2687.0,0.97,2835.0,127508.0,13819.0,19134.0,67655.0,59853.0,2016-03-31,2016-03-31,82.309998,2016-03-31,0 days
2016-03-31,WRB,1807.211,922.321,884.8901,,,-677.99,677.99,206.9,-32.224,174.676,54.428,120.248,,120.248,,119.511,237.145,206.9,276.255,289.1903,0.4311,0.4133,837.515,3681.855,,,,4519.37,346.471,15717.54,153.747,946.285,17711.56,22230.93,14359.86,2261.483,790.248,3083.022,17442.88,47.024,6282.87,8.124,,4788.056,22230.93,119.511,30.245,32.304,62.549,-79.531,,279.61,-59.402,140.677,140.768,-66.242,,-54.313,69.642,-194.162,-124.5201,139.525,-105.55,76.372,,76.372,-37.424,-37.424,-14.711,3.158,27.395,73.884,8.766,-14.711,,0.3208,0.4723,,11.4486,11.4486,,9.6655,6.613,0.0813,,,,2.5114,2.5947,0.5409,1.7058,17.3576,0.4868,0.2577,1807.0,885.0,207.0,237.0,120.0,0.41,289.0,22231.0,838.0,2261.0,17443.0,4788.0,2016-03-31,2016-03-31,24.977777,2016-03-31,0 days
2016-03-31,NVS,11810.0,4212.0,7598.0,2041.0,3305.0,199.0,5147.0,2451.0,-99.0,2352.0,341.0,2011.0,,2011.0,,2011.0,3820.0,2451.0,2379.0,2398.0,0.85,0.84,5086.0,8464.0,6630.0,,2813.0,22993.0,16248.0,,65856.0,27351.0,109455.0,132448.0,27817.0,16465.0,16277.0,32742.0,60559.0,,,,,71889.0,132448.0,2011.0,1369.0,825.0,1675.0,,,,-1632.0,-1632.0,1542.0,144.0,-324.0,-414.0,30.0,,30.0,,-772.0,,5661.0,5661.0,-184.0,-184.0,-6475.0,-29.0,-1027.0,-217.0,,-6475.0,,,,64.3353,20.7536,20.7536,,19.9153,17.0279,,,,,,,,,,0.643,0.7031,11810.0,7598.0,2451.0,3820.0,2011.0,0.84,2398.0,132448.0,5086.0,16465.0,60559.0,71889.0,2016-03-31,2016-03-31,64.910393,2016-03-31,0 days
2016-03-31,AXS,884.793,679.597,205.196,,149.901,,149.901,55.295,-13.449,41.846,-6.54,48.386,,48.386,,38.417,79.689,55.295,94.035,94.853,0.41,0.41,952.311,5314.347,,,,6266.658,,13633.78,86.446,344.392,14711.53,20978.19,13646.97,1127.738,253.218,1380.956,15027.93,2.206,6198.932,17.646,,5950.259,20978.19,48.386,24.394,142.46,166.854,2.616,,783.215,-1015.321,-229.4899,-14.25,-44.721,,,2.282,15.9731,18.2551,11.627,-14.839,,,,-134.228,-137.071,-46.639,,-183.71,-210.813,-1.357,-36.636,,0.1593,0.1895,,6.2495,6.2495,,4.7295,4.3419,0.0422,,,,0.9086,0.8252,0.2306,0.6836,64.0481,-0.1502,-0.6217,885.0,205.0,55.0,80.0,38.0,0.41,95.0,20978.0,952.0,1128.0,15028.0,5950.0,2016-03-31,2016-03-31,55.459999,2016-03-31,0 days
2016-03-31,MA,2446.0,,2446.0,,1003.0,,,1348.0,-11.0,1337.0,378.0,959.0,,959.0,,959.0,1647.0,1348.0,1109.0,1112.0,0.86,0.86,6750.0,1186.0,,713.0,1957.0,10606.0,669.0,,2674.0,1603.0,5299.0,15905.0,6440.0,3333.0,545.0,3954.0,10394.0,,16972.0,-620.0,,5511.0,15905.0,959.0,299.0,-10.0,289.0,-87.0,,-75.0,-37.0,-175.0,1058.0,-75.0,,,-60.0,-242.0,-302.0,-8.0,-385.0,,,,-1353.0,-1353.0,-212.0,-30.0,-1595.0,-853.0,32.0,-212.0,1.6469,0.3769,0.6048,100.0,55.1104,55.1104,,54.6607,39.2069,0.1538,,2.0624,43.6386,17.4016,33.8033,6.0296,10.8435,5.0009,0.9514,0.884,2446.0,2446.0,1348.0,1647.0,959.0,0.86,1112.0,15905.0,6750.0,3333.0,10394.0,5511.0,2016-03-31,2016-03-31,94.5,2016-03-31,0 days
2016-03-31,RNR,448.12,192.197,255.923,,56.235,,74.998,180.925,,180.925,2.744,178.181,,178.181,,127.995,200.215,191.463,42.577,42.912,2.97,2.95,449.149,1910.604,,,,2359.753,,9077.693,261.662,167.514,9794.16,12153.91,4691.321,957.536,663.126,2701.999,7393.32,43.095,3893.411,1.665,,4760.593,12153.91,178.181,8.752,-46.706,-37.954,-316.107,,252.439,-78.197,-141.865,-1.638,,,,134.009,-32.877,101.132,,101.132,,,,-85.166,-85.166,-18.88,-58.443,-162.489,-57.736,,-13.285,,0.1675,0.2011,,40.3742,42.7258,,40.3742,28.5627,0.0369,,,,4.0862,3.9605,1.466,3.1161,110.4674,-0.0382,-0.0382,448.0,256.0,181.0,200.0,128.0,2.95,43.0,12154.0,449.0,958.0,7393.0,4761.0,2016-03-31,2016-03-31,119.830002,2016-03-31,0 days
2016-03-31,AMD,832.0,563.0,269.0,242.0,105.0,7.0,337.0,-68.0,-40.0,-108.0,1.0,-109.0,,-109.0,,-109.0,-35.0,-68.0,793.0,793.0,-0.14,-0.14,716.0,508.0,675.0,75.0,252.0,2226.0,176.0,,278.0,301.0,755.0,2981.0,1328.0,2006.0,150.0,2156.0,3484.0,8.0,-7415.0,-6.0,,-503.0,2981.0,-109.0,33.0,20.0,53.0,33.0,3.0,-12.0,17.0,14.0,-42.0,-26.0,,,,,,,-26.0,,,,,,,-1.0,-1.0,-69.0,16.0,,1.6762,1.3347,-4.4453,32.3317,-8.1731,-8.1731,,-12.9808,-13.101,0.2791,0.8341,1.6378,54.9519,21.67,13.9565,-3.6565,-7.2522,-0.6343,-0.053,-0.0858,832.0,269.0,-68.0,-35.0,-109.0,-0.14,793.0,2981.0,716.0,2006.0,3484.0,-503.0,2016-03-31,2016-03-31,2.85,2016-03-31,0 days
2016-03-31,BRK.B,52163.0,10776.0,41387.0,,4115.0,-29883.0,33998.0,7389.0,-933.0,6456.0,799.0,5657.0,,5657.0,,5589.0,9514.0,7389.0,2466.874,2466.874,2.2656,2.2656,58342.0,40115.0,,,,98457.0,149535.0,173016.0,114381.0,50926.0,487858.0,586315.0,238479.0,,15036.0,85999.0,324478.0,8.0,193292.0,31454.0,,261837.0,586315.0,5657.0,2125.0,-1622.0,503.0,-511.0,,,1308.0,1294.0,7454.0,-2843.0,,-30185.0,,-10347.0,-10347.0,-485.0,-43860.0,11041.0,547.0,11588.0,,,,25.0,11613.0,-24786.0,,,,,0.3878,,14.1652,14.1652,,12.3766,10.7145,0.089,,,,2.1605,3.8364,0.9648,2.1605,208.4564,3.0216,1.8692,52163.0,41387.0,7389.0,9514.0,5589.0,2.27,2467.0,586315.0,58342.0,,324478.0,261837.0,2016-03-31,,,,
2016-03-31,CNA,2195.0,1408.0,787.0,,307.0,-381.0,688.0,99.0,-42.0,57.0,-9.0,66.0,,66.0,,66.0,116.0,99.0,270.3,270.9,0.25,0.24,242.0,6843.0,,,,7085.0,263.0,45797.0,150.0,1124.0,48417.0,55502.0,37325.0,2708.0,3999.0,6707.0,44032.0,683.0,8770.0,-56.0,,11470.0,55502.0,66.0,17.0,350.0,367.0,-317.0,,-22.0,240.0,-99.0,334.0,74.0,,,16.0,-121.0,-105.0,22.0,-9.0,140.0,,140.0,,,-609.0,,-469.0,-145.0,,-609.0,,0.191,0.2361,,4.5103,4.5103,,2.5968,3.0068,0.0395,,,,0.5754,0.583,0.1189,0.4655,42.4061,1.2329,1.5061,2195.0,787.0,99.0,116.0,66.0,0.24,271.0,55502.0,242.0,2708.0,44032.0,11470.0,2016-03-31,2016-03-31,32.18,2016-03-31,0 days
2016-03-31,UNH,44527.0,34307.0,10220.0,,,-6758.0,7260.0,2960.0,-259.0,2701.0,1074.0,1627.0,,1627.0,,1611.0,3462.0,2960.0,953.0,967.0,1.69,1.67,13014.0,14642.0,,3211.0,2878.0,33745.0,4976.0,20895.0,55155.0,3084.0,84110.0,117855.0,46285.0,27218.0,4395.0,36503.0,82788.0,10.0,37963.0,-2804.0,,35067.0,117855.0,1627.0,502.0,308.0,810.0,-1110.0,,1368.0,-2413.0,-119.0,2318.0,-425.0,,-1697.0,,-2073.0,-2073.0,14.0,-4181.0,1599.0,,1599.0,-302.0,-302.0,-477.0,682.0,1502.0,-327.0,157.0,-477.0,0.7291,0.437,0.9616,22.9524,6.6477,6.6477,,6.066,3.618,0.3778,,3.041,29.5951,4.6397,-8.0994,1.3805,2.6122,36.7579,2.3971,1.9576,44527.0,10220.0,2960.0,3462.0,1611.0,1.67,967.0,117855.0,13014.0,27218.0,82788.0,35067.0,2016-03-31,2016-03-31,128.899994,2016-03-31,0 days
2016-03-31,BA,22632.0,19081.0,3551.0,917.0,888.0,58.0,1763.0,1788.0,-47.0,1741.0,522.0,1219.0,,1219.0,,1217.0,2247.0,1804.0,658.6,664.8,1.85,1.83,8352.0,9969.0,47266.0,,,65587.0,12269.0,1297.0,7726.0,4401.0,25960.0,91547.0,49517.0,8721.0,2096.0,37924.0,87441.0,5061.0,39975.0,-12838.0,,4106.0,91547.0,1219.0,443.0,162.0,605.0,-1002.0,-56.0,960.0,-257.0,-549.0,1275.0,-737.0,,,,289.0,289.0,10.0,-438.0,-128.0,115.0,-13.0,-3459.0,-3459.0,-717.0,-76.0,-4265.0,-3416.0,51.0,-717.0,1.3245,0.6799,2.4267,15.6902,7.9003,7.971,,7.6926,5.3773,0.2472,0.4037,2.2702,39.6434,29.6883,-33.674,1.3316,9.5034,6.4175,1.9179,0.8093,22632.0,3551.0,1788.0,2247.0,1217.0,1.83,665.0,91547.0,8352.0,8721.0,87441.0,4106.0,2016-03-31,2016-03-31,126.940002,2016-03-31,0 days
2016-03-31,SNAP,38.798,75.773,-36.975,28.098,38.748,,66.846,-103.821,-0.634,-104.455,0.121,-104.576,,-104.576,,-104.576,-98.772,-103.821,756.83,756.83,-0.14,-0.14,,,,,,,,,0.0,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,-104.576,5.049,6.499,11.548,-7.161,,0.047,-6.396,0.487,-92.541,-12.452,-0.562,-50.936,-140.045,-2.173,-142.218,-19.3,-225.468,,,,,192.186,,,192.186,-125.823,5.538,,,,,-95.3013,-267.5937,-267.5937,,-269.2278,-269.5397,,,,,,,,,,-0.1223,-0.1387,39.0,-37.0,-104.0,-99.0,-105.0,-0.14,757.0,0.0,,,0.0,0.0,2016-03-31,,,,
2016-03-31,WTM,369.3,269.2,100.1,,87.1,,87.1,13.0,-4.5,8.5,-9.7,18.2,,18.2,1.1,13.0,24.4,13.0,5.486,5.487,2.34,2.34,178.8,406.3,,,,585.1,,3653.1,371.5,5538.7,9806.7,10391.8,2263.9,532.6,3350.9,3890.6,6154.5,5.4,2959.6,-112.6,,4237.3,10391.8,19.3,11.4,-66.3,-54.9,-11.0,,7.1,-47.1,-51.0,-86.6,-1.3,,-8.1,-50.4,156.7,106.2999,77.9,174.8,102.5,,102.5,-177.4,-177.4,-10.1,-19.6,-104.6,-1.9,,-10.1,,0.1117,0.1257,,3.5202,3.5202,,2.3017,3.5202,0.0355,,,,0.4295,0.4708,0.1751,0.3816,782.5115,-15.7828,-16.0197,369.0,100.0,13.0,24.0,13.0,2.34,5.0,10392.0,179.0,533.0,6155.0,4237.0,2016-03-31,2016-03-31,802.599976,2016-03-31,0 days
2016-03-31,SAN,18385.93,6548.595,11837.33,,5474.079,,6120.555,5716.781,-2703.943,3012.839,893.592,2119.247,,2119.247,,1801.526,,,15237.24,15237.24,0.1146,0.1146,298369.3,,,,,1200135.0,28092.99,153309.5,31654.12,24113.75,260722.6,1460858.0,849028.3,431796.9,65161.6,502852.9,1351882.0,7961.794,56220.18,,-17356.65,108975.2,1460858.0,2119.247,646.4752,4604.757,5251.232,,,,-11730.33,-11730.33,-4421.625,-1296.26,-485.408,-39.7152,,4.4128,4.4128,228.3624,-1588.608,,,,61.7792,61.7792,-796.5104,-442.3832,-1177.114,-8924.888,,-796.5104,,0.7985,4.9645,,,,,25.452,15.219,0.0081,,,,1.9447,2.7408,0.1451,0.3919,7.1304,-0.2902,-0.3753,18386.0,11837.0,5717.0,,1802.0,0.12,15237.0,1460858.0,298369.0,431797.0,1351882.0,108975.0,2016-03-31,2016-03-31,4.36,2016-03-31,0 days
2016-03-31,JPM,25411.0,2172.0,23239.0,,15661.0,,15661.0,7578.0,,7578.0,2058.0,5520.0,,5520.0,,5046.0,,,3710.6,3737.6,1.36,1.35,967781.0,,,,,1858749.0,14195.0,388260.0,53908.0,108696.0,565059.0,2423808.0,1824521.0,310457.0,,349130.0,2173651.0,4105.0,149730.0,782.0,-21.0,250157.0,2423808.0,5520.0,1289.0,3198.0,4487.0,-10754.0,-32979.0,,12629.0,-30980.0,-21383.0,,,,-30758.0,9080.0,-21678.0,-12903.0,-34581.0,-842.0,9111.0,8269.0,-1696.0,-1696.0,-1946.0,48957.0,53584.0,-2278.0,,-1946.0,,0.5538,2.5433,,,,,35.3864,23.5629,0.0088,,,,2.4633,2.8128,0.2277,0.9846,68.4114,-5.7211,-5.7211,25411.0,23239.0,7578.0,,5046.0,1.35,3738.0,2423808.0,967781.0,310457.0,2173651.0,250157.0,2016-03-31,2016-03-31,59.220001,2016-03-31,0 days
