date,ticker,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share,revenue,gross_prof,operating_income,ebitda,net_income,eps,shares_outstanding,total_assets,cash_on_hand,long_term_debt,total_liabilities,share_holder_equity,date_asdate,price_date,Close,price_date_asdate,days_between_financials_price
2009-03-31,GSK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9734.0,7164.0,2384.0,3251.0,1681.0,0.8,2101.0,56322.0,9840.0,21722.0,44729.0,11593.0,2009-03-31,2009-03-31,31.07,2009-03-31,0 days
2009-03-31,XOM,64028.0,49479.0,14549.0,351.0,3448.0,,6699.0,7850.0,,7850.0,3148.0,4702.0,,4702.0,,4550.0,10750.0,7957.0,4937.0,4959.0,0.92,0.92,25140.0,,12717.0,,4019.0,64818.0,122224.0,29105.0,,6344.0,157673.0,222491.0,49505.0,7041.0,14053.0,61608.0,111113.0,5066.0,268249.0,-10900.0,,111378.0,222491.0,4702.0,2793.0,,2793.0,,,,1132.0,1132.0,8910.0,-4673.0,,141.0,,,,-208.0,-4740.0,11.0,-203.0,-192.0,-7731.0,-7731.0,-2071.0,-111.0,-10105.0,-6465.0,,-2071.0,1.3093,0.0595,0.0826,22.7229,12.2603,12.4274,,12.2603,7.1063,0.2878,3.8908,,,4.2217,4.2217,2.1133,3.9706,22.8234,1.7967,0.8544,64028.0,14549.0,7850.0,10750.0,4550.0,0.92,4959.0,222491.0,25140.0,7041.0,111113.0,111378.0,2009-03-31,2009-03-31,68.099998,2009-03-31,0 days
2009-03-31,AAPL,9084.0,5457.0,3627.0,319.0,985.0,,1304.0,2323.0,63.0,2386.0,766.0,1620.0,,1620.0,,1620.0,2504.0,2323.0,24953.04,25283.8,0.065,0.0639,25013.0,1932.0,312.0,,5057.0,33853.0,2546.0,3865.0,475.0,2498.0,9384.0,43237.0,13751.0,,1715.0,5175.0,18926.0,7643.0,16653.0,15.0,,24311.0,43237.0,3875.0,349.0,929.0,1278.0,490.0,197.0,-1527.0,466.0,-374.0,4779.0,-439.0,-30.0,0.0,-11746.0,-54.0,-11800.0,-55.0,-12324.0,0.0,0.0,0.0,122.0,122.0,0.0,14.0,136.0,-7409.0,351.0,0.0,2.4619,,,39.9274,25.5724,25.5724,,26.266,17.8336,0.2101,17.4904,4.7019,19.1414,6.6637,6.7964,3.7468,6.6637,0.9735,0.189,0.17170000000000002,9084.0,3627.0,2323.0,2504.0,1620.0,0.06,25284.0,43237.0,25013.0,,18926.0,24311.0,2009-03-31,2009-03-31,3.754286,2009-03-31,0 days
2009-03-31,INTC,7145.0,3907.0,3238.0,1317.0,1198.0,,2591.0,647.0,-18.0,629.0,,629.0,,629.0,,629.0,1917.0,647.0,5573.0,5634.0,0.11,0.11,10599.0,2086.0,3045.0,,1075.0,18142.0,17815.0,2925.0,3932.0,5640.0,30312.0,48454.0,6341.0,1170.0,1217.0,3049.0,9390.0,13845.0,25609.0,-390.0,,39064.0,48454.0,629.0,1270.0,472.0,1742.0,-374.0,686.0,-721.0,-433.0,-1993.0,378.0,-1509.0,,,2425.0,-524.0,1901.0,17.0,409.0,,-69.0,-69.0,247.0,247.0,-779.0,,-601.0,186.0,213.0,-779.0,2.8611,0.0291,0.0307,45.3184,9.0553,9.0553,,8.8034,8.8034,0.1475,1.2831,3.4252,26.2757,1.6102,1.7904,1.2981,1.5634,6.9945,0.0671,-0.2007,7145.0,3238.0,647.0,1917.0,629.0,0.11,5634.0,48454.0,10599.0,1170.0,9390.0,39064.0,2009-03-31,2009-03-31,15.03,2009-03-31,0 days
2009-03-31,HCI,22.323,10.02,12.303,,2.16,,2.16,10.143,,10.13,3.85,6.28,,6.284,0.0,6.284,10.143,10.143,6.905,6.905,0.91,0.87,79.49,35.31,,,,114.8,,33.76,,0.18,46.82,161.81,14.95,,95.08,103.06,118.03,,19.89,,,43.78,161.81,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4374,45.4374,,45.3792,28.1503,0.138,,,,14.3536,14.3536,3.8836,14.3536,,0.0,,22.0,12.0,10.0,10.0,6.0,0.87,7.0,162.0,79.0,,118.0,44.0,2009-03-31,2009-03-31,5.29,2009-03-31,0 days
2009-03-31,AMBC,1126.749,796.442,330.307,,,-4.021,4.021,326.286,-46.586,279.7,671.9,-392.2,,-392.2,,-392.187,302.727,326.286,287.565,287.565,-1.36,-1.36,107.866,4895.128,,,,5002.994,,9699.735,,4144.982,15179.4,20182.4,12440.85,1823.979,9103.034,10927.01,23367.86,2.944,-4341.164,-1092.253,,-3185.467,20182.4,-392.2,-23.559,-97.248,-120.807,162.188,,-263.845,418.562,317.93,-284.193,,,,342.061,296.29,638.351,512.48,1150.831,-962.329,,-962.329,100.0,100.0,-5.053,0.799,-866.583,0.055,5.16,-5.053,,-1.3397,-0.5726,,28.9582,28.9582,,24.8236,-34.807,0.0558,,,,12.3122,12.3122,-1.9433,28.8067,-11.0857,-0.9883,-0.9883,1127.0,330.0,326.0,303.0,-392.0,-1.36,288.0,20182.0,108.0,1824.0,23368.0,-3185.0,2009-03-31,,,,
2009-03-31,F,24390.0,21413.0,2977.0,,3692.0,-402.0,4094.0,-1117.0,-545.0,-1662.0,-227.0,-1435.0,,-1435.0,,-1427.0,-1117.0,-1117.0,2397.0,2397.0,-0.6,-0.6,41456.0,5390.0,6575.0,,,137429.0,23779.0,23648.0,227.0,7960.0,65705.0,203134.0,67311.0,145586.0,,152300.0,219611.0,24.0,-17782.0,-10624.0,,-16477.0,203134.0,0.0,,,,,,,,,4016.0,-1069.0,,166.0,,-2931.0,-2931.0,4499.0,665.0,-945.0,-3869.0,-4814.0,,,,-87.0,-4901.0,-1160.0,,,2.0417,1.1276,-8.8357,12.2058,-4.5797,-4.5797,,-6.8143,-5.8508,0.1201,3.2567,4.525,19.8893,8.7091,8.5908,-0.7064,-1.1115,-6.8059,1.6754,1.2295,24390.0,2977.0,-1117.0,-1117.0,-1427.0,-0.6,2397.0,203134.0,41456.0,145586.0,219611.0,-16477.0,2009-03-31,2009-03-31,2.63,2009-03-31,0 days
2009-03-31,LLY,5047.0,816.4,4230.6,947.3,1529.2,,2476.5,1754.1,-70.7,1683.4,370.3,1313.1,,1313.1,,1313.1,2060.4,1754.1,1094.2,1097.3,1.2,1.2,3508.3,3159.9,2549.0,652.0,,10260.4,8450.2,1363.8,3857.9,2664.5,16336.4,26596.8,7357.7,6870.8,2262.5,11514.3,18872.0,718.7,8967.9,-3130.3,-3013.2,7724.8,26596.8,1313.1,306.3,-859.4999,-553.2,,,,-672.0,-672.0,87.9,-157.0,,,286.2,117.1,403.3,-19.0,227.3,2400.0,-4243.6,-1843.6,,,-536.8,,-2380.4,-2183.6,66.1,-536.8,1.3945,0.4707,1.0969,83.8241,34.7553,34.7553,,33.3545,26.0174,0.1898,0.3203,1.5972,56.3485,16.9985,33.9574,4.9371,8.9965,6.723,0.0801,-0.063,5047.0,4231.0,1754.0,2060.0,1313.0,1.2,1097.0,26597.0,3508.0,6871.0,18872.0,7725.0,2009-03-31,2009-03-31,33.41,2009-03-31,0 days
2009-03-31,MRK,5385.2,1333.8,4051.4,1224.2,1632.9,,2857.1,1194.3,588.7,1783.0,327.2,1455.8,,1455.8,,1425.0,1637.6,1194.3,2107.9,2109.2,0.67,0.67,12581.6,3569.7,2127.8,,,26184.6,11826.1,78.7,2053.2,6400.5,20358.5,46543.1,13415.9,3939.1,,11125.7,24541.6,29.8,44320.4,-2472.8,,22001.5,46543.1,1455.8,443.3,137.7,581.0,,,,-1414.7,-1414.7,712.6,-235.1,,-130.0,1074.1,,1074.1,681.1,1390.1,-7.5,511.7,504.2,0.4,0.4,-803.5,-93.0,-391.9,1648.8,113.3,-803.5,1.9518,0.1519,0.3063,75.2321,22.1775,22.1775,,33.1093,26.4614,0.1157,0.6268,1.5086,59.6585,6.6168,7.2979,3.1279,5.6121,10.4338,0.3379,0.2264,5385.0,4051.0,1194.0,1638.0,1425.0,0.67,2109.0,46543.0,12582.0,3939.0,24542.0,22002.0,2009-03-31,2009-03-31,25.524809,2009-03-31,0 days
2009-03-31,ALL,7883.0,5686.0,2197.0,,1397.0,-801.0,2198.0,-1.0,-130.0,-131.0,143.0,-274.0,,-274.0,,-274.0,-75.0,-1.0,538.9,538.9,-0.51,-0.51,837.0,11417.0,,,,12254.0,1044.0,94779.0,874.0,9555.0,118117.0,130371.0,98728.0,5659.0,13713.0,19372.0,118100.0,9.0,29825.0,-4839.0,,12271.0,130371.0,-274.0,-74.0,935.0,861.0,-10.0,,-574.0,76.0,935.0,1522.0,-53.0,,12.0,707.0,731.0,1438.0,-48.0,1349.0,,,,-3.0,-3.0,-220.0,-2226.0,-2449.0,422.0,,-220.0,,0.3156,0.4612,,-0.0127,-0.0127,,-1.6618,-3.4758,0.0605,,,,-2.2329,-2.4041,-0.2102,-1.5282,22.8937,2.8243,2.7259,7883.0,2197.0,-1.0,-75.0,-274.0,-0.51,539.0,130371.0,837.0,5659.0,118100.0,12271.0,2009-03-31,2009-03-31,19.15,2009-03-31,0 days
2009-03-31,UVE,48.1178,20.4207,27.6971,,7.5152,,7.5152,20.1819,,20.1819,7.7441,12.4378,,12.4378,,12.4272,20.4674,20.1819,37.5613,39.9219,0.33,0.31,158.204,273.1064,,,,431.3104,0.8867,175.2701,,0.3105,190.1873,621.4977,438.5086,25.0,42.7391,73.7288,512.2374,0.4023,79.822,2.581,,109.2604,621.4977,12.4378,0.2855,-0.6018,-0.3163,8.5827,,31.6107,1.6832,50.3492,62.4707,-0.0917,,,-159.3669,,-159.3669,,-159.4586,,1.9814,1.9814,,,-3.7542,,-1.7728,-98.7606,0.8202,-3.7542,,0.1862,0.2288,,41.9427,41.9427,,41.9427,25.8266,0.0774,,,,11.3838,11.3837,2.0013,9.264,2.9045,1.5648,1.5625,48.0,28.0,20.0,20.0,12.0,0.31,40.0,621.0,158.0,25.0,512.0,109.0,2009-03-31,2009-03-31,3.76,2009-03-31,0 days
2009-03-31,BA,16502.0,13698.0,2804.0,970.0,791.0,29.0,1779.0,1025.0,-93.0,932.0,317.0,615.0,,615.0,-5.0,610.0,1458.0,1072.0,705.3,707.4,0.87,0.86,4450.0,6591.0,15649.0,,,27804.0,8798.0,1261.0,6281.0,7304.0,27536.0,55340.0,29965.0,8742.0,1322.0,25884.0,55849.0,5061.0,23284.0,-13511.0,-1029.0,-509.0,55340.0,610.0,386.0,159.0,545.0,-869.0,-82.0,644.0,-1020.0,-962.0,193.0,-417.0,,-30.0,,-151.0,-151.0,,-598.0,-71.0,1827.0,1756.0,-50.0,-50.0,-305.0,-10.0,1391.0,969.0,60.0,-305.0,0.9279,1.0618,-18.2161,16.9919,6.2114,6.4962,,5.6478,3.6965,0.2982,0.8753,2.5037,35.9466,-120.8251,-9.0574,1.1113,7.4699,-0.73,0.2728,-0.3167,16502.0,2804.0,1025.0,1458.0,610.0,0.86,707.0,55340.0,4450.0,8742.0,55849.0,-509.0,2009-03-31,2009-03-31,35.580002,2009-03-31,0 days
2009-03-31,PRA,130.969,93.096,37.873,,,,0.0,37.873,-0.627,37.246,8.88,28.366,,28.366,,28.366,41.925,37.873,66.734,67.218,0.425,0.42,23.132,389.136,,,,412.268,23.307,3574.071,90.25,74.784,3909.799,4322.067,2728.875,35.427,95.701,131.128,2860.003,0.342,999.257,-13.805,,1462.064,4322.067,28.366,4.052,11.649,15.701,-13.603,,38.959,-61.391,-36.035,8.032,,,-3.9,79.737,-45.399,34.338,2.522,32.96,,-2.677,-2.677,-18.642,-18.642,,,-21.319,19.673,1.314,,,0.0237,0.0242,,28.9175,28.9175,,28.4388,21.6586,0.0303,,,,1.9401,2.0678,0.6563,1.8942,22.0962,0.1195,0.1195,131.0,38.0,38.0,42.0,28.0,0.42,67.0,4322.0,23.0,35.0,2860.0,1462.0,2009-03-31,2009-03-31,23.309999,2009-03-31,0 days
2009-03-31,KFS,290.917,245.84,45.077,,96.49,0.0,99.26,-54.183,-6.29,-60.49,-6.06,-54.43,0.0,-54.428,-3.839,-58.267,-50.293,-54.183,13.767,13.777,-4.24,-4.24,219.9,465.11,,,,685.01,,2090.99,62.47,48.84,2320.27,3098.78,1962.7,270.16,495.37,765.53,2728.24,322.34,39.42,,-0.37,370.54,3098.78,-58.26,3.89,,3.89,,,,,-73.01,-101.27,-2.87,,-1.94,,,219.58,1.99,216.76,,-0.36,0.0,,0.0,-0.87,,-1.24,114.24,,,,0.4217,0.9078,,-18.6249,-18.6249,,-20.7929,-20.0287,0.0939,,,,-14.6888,-17.6674,-1.7564,-8.4951,,-7.3507,-7.559,291.0,45.0,-54.0,-50.0,-58.0,-4.24,14.0,3099.0,220.0,270.0,2728.0,371.0,2009-03-31,2009-03-31,7.12,2009-03-31,0 days
2009-03-31,AMD,1177.0,666.0,511.0,444.0,287.0,,809.0,-298.0,,-298.0,116.0,-414.0,,-414.0,,-416.0,-44.0,-298.0,626.0,626.0,-0.66,-0.66,2719.0,414.0,539.0,254.0,,3971.0,4137.0,,473.0,471.0,5081.0,9052.0,2079.0,5282.0,546.0,7136.0,9215.0,7.0,-6667.0,117.0,,-163.0,9052.0,-414.0,254.0,22.0,276.0,-187.0,117.0,,-34.0,-253.0,-391.0,-84.0,,,,-157.0,-157.0,62.0,-179.0,1046.0,,1046.0,125.0,1216.0,,-223.0,2039.0,1469.0,21.0,,1.9101,1.0318,-34.9509,43.4155,-25.3186,-25.3186,,-25.3186,-35.3441,0.13,1.2356,2.843,31.6568,253.9877,65.0943,-4.5736,-8.0875,-0.2444,-0.6246,-0.7588,1177.0,511.0,-298.0,-44.0,-416.0,-0.66,626.0,9052.0,2719.0,5282.0,9215.0,-163.0,2009-03-31,2009-03-31,3.05,2009-03-31,0 days
2009-03-31,NVS,9926.0,2585.0,7341.0,1694.0,3226.0,-74.0,4994.0,2347.0,-51.0,2296.0,321.0,1975.0,,1975.0,,1962.0,2895.0,2347.0,2265.9,2282.8,0.87,0.86,7839.0,6751.0,5764.0,,2128.0,22482.0,12516.0,,19977.0,22995.0,55488.0,77970.0,14990.0,6978.0,9774.0,16752.0,31742.0,,,,,46228.0,77970.0,1975.0,548.0,898.0,1446.0,,,,-1131.0,-1468.0,1953.0,-311.0,-136.0,,-2395.0,,-2395.0,,-2842.0,,4705.0,4705.0,-240.0,-240.0,-3931.0,-82.0,452.0,-463.0,,-3931.0,1.4998,0.1312,0.2477,73.9573,23.645,23.645,,23.1312,19.7663,0.1273,0.4485,1.4703,61.212,,7.5235,2.533,3.712,20.4314,0.8555,0.7193,9926.0,7341.0,2347.0,2895.0,1962.0,0.86,2283.0,77970.0,7839.0,6978.0,31742.0,46228.0,2009-03-31,2009-03-31,33.89785,2009-03-31,0 days
2009-03-31,PFE,10867.0,1408.0,9459.0,1705.0,2876.0,,5713.0,3746.0,57.0,3803.0,1074.0,2729.0,,2729.0,1.0,2729.0,4754.0,3746.0,6723.0,6753.0,0.41,0.4,34052.0,9596.0,4458.0,5055.0,299.0,54253.0,12936.0,13536.0,38405.0,3802.0,68679.0,122932.0,23340.0,21064.0,9596.0,39151.0,62491.0,443.0,51863.0,-4673.0,-285.0,60441.0,122932.0,2730.0,1008.0,308.0,1316.0,,,,-899.0,-899.0,3147.0,-253.0,,,-11013.0,-2553.0,-13566.0,185.0,-13634.0,13089.0,-1326.0,11763.0,,,-2133.0,5.0,9635.0,-875.0,71.0,-2133.0,2.3245,0.2584,0.4745,87.0433,34.4713,34.4713,,34.9959,25.1127,0.0884,0.3158,1.1325,79.4736,4.5203,12.3843,2.2199,3.3483,8.9569,0.466,0.4286,10867.0,9459.0,3746.0,4754.0,2729.0,0.4,6753.0,122932.0,34052.0,21064.0,62491.0,60441.0,2009-03-31,2009-03-31,12.922201,2009-03-31,0 days
2009-03-31,STC,313.459,137.416,176.043,,,-181.481,189.179,-13.136,-21.199,-34.335,1.799,-36.134,,-36.134,,-37.605,-5.438,-13.136,18.153,18.153,-2.07,-2.07,68.265,82.848,,,,151.113,77.823,739.546,220.371,153.361,1191.101,1342.214,314.17,108.147,445.619,566.723,880.893,144.545,311.527,-3.488,,461.321,1342.214,-36.134,7.698,-5.058,2.64,21.226,,-19.098,1.905,6.54,-26.954,-1.526,,-0.905,-0.248,43.063,42.815,,40.384,,-29.119,-29.119,,,,-1.706,-30.825,-17.981,,,,0.1899,0.7152,,-4.1907,-4.1907,,-10.9536,-11.9968,0.2335,,,,-7.8327,-14.9965,-2.6921,-6.3452,25.3292,-1.4848,-1.5689,313.0,176.0,-13.0,-5.0,-38.0,-2.07,18.0,1342.0,68.0,108.0,881.0,461.0,2009-03-31,2009-03-31,19.5,2009-03-31,0 days
2009-03-31,RNR,323.764,130.801,192.963,,39.757,,50.481,142.482,,142.482,-0.852,143.334,,143.334,,95.475,145.878,146.618,60.635,60.989,1.57,1.57,249.34,1252.206,,,,1501.546,,6146.293,72.537,241.823,6558.363,8059.909,2998.184,450.0,839.559,1940.322,4938.506,62.324,2328.176,69.53,,3121.403,8059.909,143.334,-0.74,36.874,36.134,-27.569,,119.209,-128.109,-36.469,142.999,,,,36.007,-1.1851,34.8219,-0.965,33.857,,-50.042,-50.042,-123.718,-123.718,-25.536,,-199.296,-25.352,,-14.961,,0.126,0.1442,,44.008,45.2855,,44.008,29.4891,0.0402,,,,5.7997,4.7012,1.7784,4.0134,50.0851,2.3447,2.3447,324.0,193.0,142.0,146.0,95.0,1.57,61.0,8060.0,249.0,450.0,4939.0,3121.0,2009-03-31,2009-03-31,49.439999,2009-03-31,0 days
2009-03-31,MA,1156.0,,1156.0,,564.0,,,561.0,-11.0,550.0,183.0,367.0,,367.0,,367.0,618.0,561.0,1300.0,1300.0,0.281,0.28,2275.861,533.654,,206.572,833.236,4106.9,454.227,228.149,656.789,415.909,2308.412,6415.312,2751.304,18.407,1346.836,1434.679,4185.983,0.014,111.477,39.519,,2229.329,6415.312,367.0,57.0,55.0,112.0,102.0,,3.0,-221.0,-61.0,416.0,-28.0,0.0,-3.0,,-20.0,-20.0,1.0,-50.0,-149.0,,-149.0,1.0,1.0,-20.0,3.0,-165.0,173.0,15.0,-20.0,1.4927,0.0082,0.0083,100.0,48.5294,48.5294,,47.5779,31.7474,0.1802,,2.1662,41.5475,16.4624,23.338,5.7207,16.3275,1.7233,0.32,0.2985,1156.0,1156.0,561.0,618.0,367.0,0.28,1300.0,6415.0,2276.0,18.0,4186.0,2229.0,2009-03-31,2009-03-31,16.747999,2009-03-31,0 days
2009-03-31,BBVA,5107.74,,5107.74,,2478.66,,,2400.18,,2400.18,627.84,1772.34,,1619.304,0.0,1619.304,,,3668.0,3668.0,0.44,0.44,20743.57,,,,,494464.6,,8598.79,11532.63,186966.8,207098.2,710701.8,470439.2,,203158.6,204618.3,675057.5,,,,,35643.0,710701.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5333,25.3222,0.009,,,,,6.7158,0.2278,4.5431,,0.0,,5108.0,5108.0,2400.0,,1619.0,0.44,3668.0,710702.0,20744.0,,675058.0,35643.0,2009-03-31,2009-03-31,7.867828,2009-03-31,0 days
2009-03-31,MKL,495.177,435.248,59.929,,,-22.549,24.021,35.908,-11.817,24.091,7.655,16.436,,16.436,,16.358,35.908,35.908,9.814,9.823,1.67,1.67,646.975,1350.648,,,,1997.623,,6239.636,342.852,637.663,7398.13,9395.753,6297.641,738.631,179.401,918.032,7215.673,871.146,1314.259,-5.325,,2180.08,9395.753,16.436,,-3.733,-3.733,,,,,,12.703,,,-3.326,-135.967,61.452,-74.515,25.396,-52.445,51.733,,51.733,,,,0.059,51.792,7.661,,,,0.2531,0.3388,,7.2516,7.2516,,4.8651,3.3035,0.0527,,,,0.7539,0.8946,0.1749,0.5631,222.1398,1.2932,1.2932,495.0,60.0,36.0,36.0,16.0,1.67,10.0,9396.0,647.0,739.0,7216.0,2180.0,2009-03-31,2009-03-31,283.880005,2009-03-31,0 days
2009-03-31,GOOGL,5509.0,2102.0,3407.0,642.0,881.0,,1523.0,1884.0,6.0,1890.0,467.0,1423.0,,1423.0,,1423.0,2287.0,1884.0,12610.08,12688.84,0.1128,0.1123,17784.93,2543.105,,1317.861,,22080.8,5122.105,100.999,5740.659,416.168,11432.23,33513.03,2183.854,,1450.934,1481.08,3664.934,0.316,14984.46,168.82,,29848.1,33513.03,1423.0,403.0,211.0,614.0,97.0,,22.0,87.0,213.0,2250.0,-263.0,,-2.0,-135.0,-19.0,-154.0,,-419.0,,,,,,,-5.0,-5.0,1769.0,277.0,,10.1109,,,61.8443,34.1986,34.1986,,34.3075,25.8305,0.1644,,2.1663,41.5465,4.7675,5.9027,4.2461,4.7675,2.3632,0.1773,0.1566,5509.0,3407.0,1884.0,2287.0,1423.0,0.11,12689.0,33513.0,17785.0,,3665.0,29848.0,2009-03-31,2009-03-31,8.71021,2009-03-31,0 days
2009-03-31,SAN,9040.9,,9040.9,,4827.82,,,3704.271,,3704.25,813.57,2890.68,,2759.88,-18.312,2741.568,,,8876.979,8876.979,0.3117,0.3117,168465.1,,,,,1154349.0,,165000.3,41560.39,97986.2,304546.9,1458896.0,738130.5,351471.4,288377.4,643275.8,1381406.0,,85502.65,,-13345.52,77491.15,1458896.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8194,4.5356,,,,,29.9555,22.1705,0.0085,,,,3.5615,7.6814,0.1892,0.6434,,0.0,,9041.0,9041.0,3704.0,,2742.0,0.31,8877.0,1458896.0,168465.0,351471.0,1381406.0,77491.0,2009-03-31,2009-03-31,6.9,2009-03-31,0 days
2009-03-31,AXS,714.659,489.975,224.684,,86.557,,86.557,138.127,-7.532,130.595,5.697,124.898,,124.898,,115.679,145.468,138.127,137.316,149.023,0.84,0.78,1411.551,3361.928,,,,4773.479,,9349.055,95.38,183.679,10003.89,14777.37,9193.618,868.078,222.832,1090.91,10284.53,1.899,3282.392,-767.182,,4492.837,14777.37,124.898,7.341,205.149,212.49,-1.514,,496.941,-588.849,-93.422,243.966,-37.541,,,0.0,-556.7131,-556.7131,21.465,-572.789,,,,-5.645,-5.645,-36.31,,-41.955,-387.657,14.224,-27.091,,0.1619,0.1932,,19.3277,19.3277,,18.2738,16.1866,0.0484,,,,3.1281,2.8402,0.8452,2.3298,32.6462,1.6371,1.3852,715.0,225.0,138.0,145.0,116.0,0.78,149.0,14777.0,1412.0,868.0,10285.0,4493.0,2009-03-31,2009-03-31,22.540001,2009-03-31,0 days
2009-03-31,BRK.B,22784.0,7870.0,14914.0,,1963.0,-14313.0,16276.0,-1362.0,-1181.0,-2543.0,-1014.0,-1529.0,,-1446.0,,-1534.0,-604.0,-1362.0,2325.774,2325.774,-0.6596,-0.6596,25551.0,29720.0,,,,55271.0,45869.0,95875.0,33779.0,29748.0,205271.0,260542.0,131744.0,,15432.0,21879.0,153623.0,27090.0,76638.0,-930.0,,106919.0,260542.0,-1446.0,758.0,3336.0,4094.0,291.0,,,2660.0,1994.0,4642.0,-1373.0,,-530.0,,-1339.0,-1339.0,-2185.0,-5427.0,1150.0,1.0,1151.0,,,,-226.0,925.0,12.0,,,,,0.3537,,-5.9779,-5.9779,,-11.1613,-6.7328,0.0874,,,,-1.3524,-1.977,-0.555,-1.3524,134.6248,1.9959,1.4056,22784.0,14914.0,-1362.0,-604.0,-1534.0,-0.66,2326.0,260542.0,25551.0,,153623.0,106919.0,2009-03-31,,,,
2009-03-31,V,1647.0,,1647.0,,618.0,-92.0,,881.0,6.0,887.0,352.0,535.0,,535.0,,536.0,1232.0,881.0,3380.0,4616.0,0.1575,0.115,5100.0,1251.0,,339.0,885.0,8225.0,1155.0,200.0,21096.0,1288.0,23739.0,31964.0,4243.0,50.0,1688.0,5601.0,9844.0,,1133.0,-88.0,,22120.0,31964.0,1109.0,672.0,421.0,1093.0,-30.0,0.0,-87.0,-539.0,-1784.0,418.0,-136.0,0.0,0.0,840.0,252.0,1092.0,0.0,956.0,-8.0,0.0,-8.0,-2644.0,-2644.0,-161.0,-155.0,-2968.0,-1616.0,64.0,-161.0,1.9385,0.0023,0.0046,100.0,53.4912,53.4912,,53.8555,32.544,0.0515,,1.3165,68.3607,2.4186,52.2461,1.6738,2.4132,6.5366,0.0906,0.0611,1647.0,1647.0,881.0,1232.0,536.0,0.12,4616.0,31964.0,5100.0,50.0,9844.0,22120.0,2009-03-31,2009-03-31,13.9,2009-03-31,0 days
2009-03-31,CNA,1638.0,1342.0,296.0,,349.0,-251.0,600.0,-304.0,-31.0,-335.0,-150.0,-185.0,,-185.0,,-226.0,-341.0,-304.0,269.0,269.0,-0.84,-0.84,94.0,9275.0,,,,9369.0,390.0,35835.0,141.0,1497.0,42408.0,51777.0,38956.0,2297.0,3035.0,5332.0,44288.0,683.0,6619.0,-3536.0,-30.0,7489.0,51777.0,-185.0,-37.0,485.0,448.0,223.0,,-31.0,-268.0,-76.0,187.0,-17.0,,9.0,-1041.0,861.0,-180.0,38.0,-150.0,,,,,,-31.0,5.0,-26.0,9.0,,,,0.2347,0.3067,,-18.5592,-18.5592,,-20.4518,-13.7973,0.0316,,,,-2.9652,-2.5177,-0.3573,-1.8905,27.8377,0.6952,0.632,1638.0,296.0,-304.0,-341.0,-226.0,-0.84,269.0,51777.0,94.0,2297.0,44288.0,7489.0,2009-03-31,2009-03-31,9.16,2009-03-31,0 days
